Achievement_ID,Achievement Name,Description,Category,Rarity,Points,Criteria,Premium_Required,Secret_Achievement,Related_Exercise_Categories,Badge_File_Name,Icon
ACH_058,First Discovery,Find your first hidden achievement,Special,Rare,100,Discover hidden achievement,No,Yes,,badge_special_first_discovery_rare.png,Eye
ACH_059,Night Crawler,Work out at 3 AM,Momentum,Epic,200,3 AM workout session,No,No,,badge_momentum_night_crawler_epic.png,Moon
ACH_060,Lucky Sevens,Complete workout on 7/7 at 7:07,Special,Epic,777,Specific date/time workout,No,Yes,,badge_special_lucky_sevens_epic.png,Dice
ACH_061,Midnight Special,Work out exactly at midnight,Momentum,Epic,250,Midnight workout,No,No,,badge_momentum_midnight_special_epic.png,Clock
ACH_062,Leap Day Leaper,Work out on February 29th,Special,Epic,400,Leap day workout,No,No,,badge_special_leap_day_leaper_epic.png,Calendar
ACH_063,Friday 13th Fearless,Work out on Friday the 13th,Special,Rare,130,Friday 13th workout,No,No,,badge_special_friday_13th_fearless_rare.png,Ghost
ACH_064,Solar Eclipse,Work out during solar eclipse,Special,Epic,1000,Eclipse day workout,No,No,,badge_special_solar_eclipse_epic.png,Sun
ACH_065,Binary Beast,Work out for exactly 1:01:01,Special,Epic,300,Specific duration workout,No,No,,badge_special_binary_beast_epic.png,Code
ACH_066,Palindrome Power,Work out on palindrome date,Special,Rare,200,Palindrome date workout,No,No,,badge_special_palindrome_power_rare.png,RotateCcw
ACH_067,Cardio First Steps,Complete your first cardio exercise,Milestones,Common,10,Complete 1 cardio session,No,No,Cardio & Walking,badge_milestones_cardio_first_steps_common.png,Heart
ACH_068,Cardio Streak Master,7 consecutive days of cardio,Consistency,Uncommon,75,7-day cardio streak,No,No,Cardio & Walking,badge_consistency_cardio_streak_master_uncommon.png,Flame
ACH_069,Cardio Marathon Streak,14 consecutive days of cardio,Consistency,Rare,150,14-day cardio streak,No,No,Cardio & Walking,badge_consistency_cardio_marathon_streak_rare.png,Fire
ACH_070,Cardio Legend Streak,30 consecutive days of cardio,Consistency,Rare,300,30-day cardio streak,No,No,Leg Strength,badge_consistency_cardio_legend_streak_rare.png,Crown
ACH_071,Cardio Duration Champion,30 minutes lifetime cardio,Milestones,Common,50,30 min cardio lifetime,No,No,Cardio & Walking,badge_milestones_cardio_duration_champion_common.png,Clock
ACH_072,Cardio Endurance Master,60 minutes lifetime cardio,Milestones,Uncommon,100,60 min cardio lifetime,No,No,Cardio & Walking,badge_milestones_cardio_endurance_master_uncommon.png,Timer
ACH_073,Cardio Beast,120 minutes lifetime cardio,Milestones,Rare,200,120 min cardio lifetime,No,No,Cardio & Walking,badge_milestones_cardio_beast_rare.png,Mountain
ACH_074,Cardio Session Specialist,10 cardio sessions completed,Milestones,Common,40,10 cardio sessions,No,No,Cardio & Walking,badge_milestones_cardio_session_specialist_common.png,Target
ACH_075,Cardio Regular,25 cardio sessions completed,Milestones,Uncommon,100,25 cardio sessions,No,No,Cardio & Walking,badge_milestones_cardio_regular_uncommon.png,Star
ACH_076,Cardio Champion,50 cardio sessions completed,Milestones,Rare,200,50 cardio sessions,No,No,Cardio & Walking,badge_milestones_cardio_champion_rare.png,Trophy
ACH_077,Cardio Consistency King,Cardio 5 days/week for 4 weeks,Milestones,Rare,250,5 days/week cardio for 4 weeks,No,No,Cardio & Walking,badge_milestones_cardio_consistency_king_rare.png,Calendar
ACH_078,Cardio Endurance Elite,Single 10+ minute cardio session,Performance,Uncommon,75,10+ min cardio session,No,No,Cardio & Walking,badge_performance_cardio_endurance_elite_uncommon.png,Hourglass
ACH_079,Cardio Weekly Warrior,3+ cardio sessions/week for 8 weeks,Milestones,Rare,300,3+ cardio/week for 8 weeks,No,No,Cardio & Walking,badge_milestones_cardio_weekly_warrior_rare.png,Medal
ACH_080,Cardio Category Mastery,Achieve mastery level 5 in cardio,Performance,Epic,500,Cardio mastery level 5,Yes,No,Cardio & Walking,badge_performance_cardio_category_mastery_epic.png,Award
ACH_081,Leg Lift First Steps,Complete your first leg lift exercise,Milestones,Common,10,Complete 1 leg_lift session,No,No,Leg Strength,badge_milestones_leg_lift_first_steps_common.png,Dumbbell
ACH_082,Leg Lift Streak Master,7 consecutive days of leg lifts,Consistency,Uncommon,75,7-day leg_lift streak,No,No,Leg Strength,badge_consistency_leg_lift_streak_master_uncommon.png,Flame
ACH_083,Leg Lift Marathon Streak,14 consecutive days of leg lifts,Consistency,Rare,150,14-day leg_lift streak,No,No,Leg Strength,badge_consistency_leg_lift_marathon_streak_rare.png,Fire
ACH_084,Leg Lift Legend Streak,30 consecutive days of leg lifts,Consistency,Rare,300,30-day leg_lift streak,No,No,Leg Strength,badge_consistency_leg_lift_legend_streak_rare.png,Crown
ACH_085,Leg Lift Duration Champion,30 minutes lifetime leg lifts,Milestones,Common,50,30 min leg_lift lifetime,No,No,Leg Strength,badge_milestones_leg_lift_duration_champion_common.png,Clock
ACH_086,Leg Lift Endurance Master,60 minutes lifetime leg lifts,Milestones,Uncommon,100,60 min leg_lift lifetime,No,No,Leg Strength,badge_milestones_leg_lift_endurance_master_uncommon.png,Timer
ACH_087,Leg Lift Beast,120 minutes lifetime leg lifts,Milestones,Rare,200,120 min leg_lift lifetime,No,No,Leg Strength,badge_milestones_leg_lift_beast_rare.png,Mountain
ACH_088,Leg Lift Session Specialist,10 leg lift sessions completed,Milestones,Common,40,10 leg_lift sessions,No,No,Leg Strength,badge_milestones_leg_lift_session_specialist_common.png,Target
ACH_089,Leg Lift Regular,25 leg lift sessions completed,Milestones,Uncommon,100,25 leg_lift sessions,No,No,Leg Strength,badge_milestones_leg_lift_regular_uncommon.png,Star
ACH_090,Leg Lift Champion,50 leg lift sessions completed,Milestones,Rare,200,50 leg_lift sessions,No,No,Leg Strength,badge_milestones_leg_lift_champion_rare.png,Trophy
ACH_091,Leg Lift Consistency King,Leg lifts 5 days/week for 4 weeks,Milestones,Rare,250,5 days/week leg_lift for 4 weeks,No,No,Leg Strength,badge_milestones_leg_lift_consistency_king_rare.png,Calendar
ACH_092,Leg Lift Endurance Elite,Single 10+ minute leg lift session,Performance,Uncommon,75,10+ min leg_lift session,No,No,Leg Strength,badge_performance_leg_lift_endurance_elite_uncommon.png,Hourglass
ACH_093,Leg Lift Weekly Warrior,3+ leg lift sessions/week for 8 weeks,Milestones,Rare,300,3+ leg_lift/week for 8 weeks,No,No,Leg Strength,badge_milestones_leg_lift_weekly_warrior_rare.png,Medal
ACH_094,Leg Lift Category Mastery,Achieve mastery level 5 in leg lifts,Performance,Epic,500,Leg_lift mastery level 5,Yes,No,Leg Strength,badge_performance_leg_lift_category_mastery_epic.png,Award
ACH_095,Plank First Steps,Complete your first planking exercise,Milestones,Common,10,Complete 1 planking session,No,No,Core & Balance,badge_milestones_plank_first_steps_common.png,Shield
ACH_096,Plank Streak Master,7 consecutive days of planking,Consistency,Uncommon,75,7-day planking streak,No,No,Core & Balance,badge_consistency_plank_streak_master_uncommon.png,Flame
ACH_097,Plank Marathon Streak,14 consecutive days of planking,Consistency,Rare,150,14-day planking streak,No,No,Core & Balance,badge_consistency_plank_marathon_streak_rare.png,Fire
ACH_098,Plank Legend Streak,30 consecutive days of planking,Consistency,Rare,300,30-day planking streak,No,No,Core & Balance,badge_consistency_plank_legend_streak_rare.png,Crown
ACH_099,Plank Duration Champion,30 minutes lifetime planking,Milestones,Common,50,30 min planking lifetime,No,No,Core & Balance,badge_milestones_plank_duration_champion_common.png,Clock
ACH_100,Plank Endurance Master,60 minutes lifetime planking,Milestones,Uncommon,100,60 min planking lifetime,No,No,Core & Balance,badge_milestones_plank_endurance_master_uncommon.png,Timer
ACH_101,Plank Beast,120 minutes lifetime planking,Milestones,Rare,200,120 min planking lifetime,No,No,Core & Balance,badge_milestones_plank_beast_rare.png,Mountain
ACH_102,Plank Session Specialist,10 planking sessions completed,Milestones,Common,40,10 planking sessions,No,No,Core & Balance,badge_milestones_plank_session_specialist_common.png,Target
ACH_103,Plank Regular,25 planking sessions completed,Milestones,Uncommon,100,25 planking sessions,No,No,Core & Balance,badge_milestones_plank_regular_uncommon.png,Star
ACH_104,Plank Champion,50 planking sessions completed,Milestones,Rare,200,50 planking sessions,No,No,Core & Balance,badge_milestones_plank_champion_rare.png,Trophy
ACH_105,Plank Consistency King,Planking 5 days/week for 4 weeks,Milestones,Rare,250,5 days/week planking for 4 weeks,No,No,Core & Balance,badge_milestones_plank_consistency_king_rare.png,Calendar
ACH_106,Plank Endurance Elite,Single 10+ minute planking session,Performance,Uncommon,75,10+ min planking session,No,No,Core & Balance,badge_performance_plank_endurance_elite_uncommon.png,Hourglass
ACH_107,Plank Weekly Warrior,3+ planking sessions/week for 8 weeks,Milestones,Rare,300,3+ planking/week for 8 weeks,No,No,Core & Balance,badge_milestones_plank_weekly_warrior_rare.png,Medal
ACH_108,Plank Category Mastery,Achieve mastery level 5 in planking,Performance,Epic,500,Planking mastery level 5,Yes,No,Core & Balance,badge_performance_plank_category_mastery_epic.png,Award
ACH_109,Seated First Steps,Complete your first seated exercise,Milestones,Common,10,Complete 1 seated_exercise session,No,No,Seated,badge_milestones_seated_first_steps_common.png,ArmChair
ACH_110,Seated Streak Master,7 consecutive days of seated exercises,Consistency,Uncommon,75,7-day seated_exercise streak,No,No,Seated,badge_consistency_seated_streak_master_uncommon.png,Flame
ACH_111,Seated Marathon Streak,14 consecutive days of seated exercises,Consistency,Rare,150,14-day seated_exercise streak,No,No,Seated,badge_consistency_seated_marathon_streak_rare.png,Fire
ACH_112,Seated Legend Streak,30 consecutive days of seated exercises,Consistency,Rare,300,30-day seated_exercise streak,No,No,Seated,badge_consistency_seated_legend_streak_rare.png,Crown
ACH_113,Seated Duration Champion,30 minutes lifetime seated exercises,Milestones,Common,50,30 min seated_exercise lifetime,No,No,Seated,badge_milestones_seated_duration_champion_common.png,Clock
ACH_114,Seated Endurance Master,60 minutes lifetime seated exercises,Milestones,Uncommon,100,60 min seated_exercise lifetime,No,No,Seated,badge_milestones_seated_endurance_master_uncommon.png,Timer
ACH_115,Seated Beast,120 minutes lifetime seated exercises,Milestones,Rare,200,120 min seated_exercise lifetime,No,No,Seated,badge_milestones_seated_beast_rare.png,Mountain
ACH_116,Seated Session Specialist,10 seated exercise sessions completed,Milestones,Common,40,10 seated_exercise sessions,No,No,Seated,badge_milestones_seated_session_specialist_common.png,Target
ACH_117,Seated Regular,25 seated exercise sessions completed,Milestones,Uncommon,100,25 seated_exercise sessions,No,No,Seated,badge_milestones_seated_regular_uncommon.png,Star
ACH_118,Seated Champion,50 seated exercise sessions completed,Milestones,Rare,200,50 seated_exercise sessions,No,No,Seated,badge_milestones_seated_champion_rare.png,Trophy
ACH_119,Seated Consistency King,Seated exercises 5 days/week for 4 weeks,Milestones,Rare,250,5 days/week seated_exercise for 4 weeks,No,No,Seated,badge_milestones_seated_consistency_king_rare.png,Calendar
ACH_120,Seated Endurance Elite,Single 10+ minute seated exercise session,Performance,Uncommon,75,10+ min seated_exercise session,No,No,Seated,badge_performance_seated_endurance_elite_uncommon.png,Hourglass
ACH_121,Seated Weekly Warrior,3+ seated exercise sessions/week for 8 weeks,Milestones,Rare,300,3+ seated_exercise/week for 8 weeks,No,No,Seated,badge_milestones_seated_weekly_warrior_rare.png,Medal
ACH_122,Seated Category Mastery,Achieve mastery level 5 in seated exercises,Performance,Epic,500,Seated_exercise mastery level 5,Yes,No,Seated,badge_performance_seated_category_mastery_epic.png,Award
ACH_123,Standing First Steps,Complete your first standing movement,Milestones,Common,10,Complete 1 standing_movement session,No,No,Standing,badge_milestones_standing_first_steps_common.png,User
ACH_124,Standing Streak Master,7 consecutive days of standing movement,Consistency,Uncommon,75,7-day standing_movement streak,No,No,Standing,badge_consistency_standing_streak_master_uncommon.png,Flame
ACH_125,Standing Marathon Streak,14 consecutive days of standing movement,Consistency,Rare,150,14-day standing_movement streak,No,No,Standing,badge_consistency_standing_marathon_streak_rare.png,Fire
ACH_126,Standing Legend Streak,30 consecutive days of standing movement,Consistency,Rare,300,30-day standing_movement streak,No,No,Standing,badge_consistency_standing_legend_streak_rare.png,Crown
ACH_127,Standing Duration Champion,30 minutes lifetime standing movement,Milestones,Common,50,30 min standing_movement lifetime,No,No,Standing,badge_milestones_standing_duration_champion_common.png,Clock
ACH_128,Standing Endurance Master,60 minutes lifetime standing movement,Milestones,Uncommon,100,60 min standing_movement lifetime,No,No,Standing,badge_milestones_standing_endurance_master_uncommon.png,Timer
ACH_129,Standing Beast,120 minutes lifetime standing movement,Milestones,Rare,200,120 min standing_movement lifetime,No,No,Standing,badge_milestones_standing_beast_rare.png,Mountain
ACH_130,Standing Session Specialist,10 standing movement sessions completed,Milestones,Common,40,10 standing_movement sessions,No,No,Standing,badge_milestones_standing_session_specialist_common.png,Target
ACH_131,Standing Regular,25 standing movement sessions completed,Milestones,Uncommon,100,25 standing_movement sessions,No,No,Standing,badge_milestones_standing_regular_uncommon.png,Star
ACH_132,Standing Champion,50 standing movement sessions completed,Milestones,Rare,200,50 standing_movement sessions,No,No,Standing,badge_milestones_standing_champion_rare.png,Trophy
ACH_133,Standing Consistency King,Standing movement 5 days/week for 4 weeks,Milestones,Rare,250,5 days/week standing_movement for 4 weeks,No,No,Standing,badge_milestones_standing_consistency_king_rare.png,Calendar
ACH_134,Standing Endurance Elite,Single 10+ minute standing movement session,Performance,Uncommon,75,10+ min standing_movement session,No,No,Standing,badge_performance_standing_endurance_elite_uncommon.png,Hourglass
ACH_135,Standing Weekly Warrior,3+ standing movement sessions/week for 8 weeks,Milestones,Rare,300,3+ standing_movement/week for 8 weeks,No,No,Standing,badge_milestones_standing_weekly_warrior_rare.png,Medal
ACH_136,Standing Category Mastery,Achieve mastery level 5 in standing movement,Performance,Epic,500,Standing_movement mastery level 5,Yes,No,Standing,badge_performance_standing_category_mastery_epic.png,Award
ACH_137,Strength First Steps,Complete your first strength exercise,Milestones,Common,10,Complete 1 strength session,No,No,,badge_milestones_strength_first_steps_common.png,Dumbbell
ACH_138,Strength Streak Master,7 consecutive days of strength training,Consistency,Uncommon,75,7-day strength streak,No,No,,badge_consistency_strength_streak_master_uncommon.png,Flame
ACH_139,Strength Marathon Streak,14 consecutive days of strength training,Consistency,Rare,150,14-day strength streak,No,No,,badge_consistency_strength_marathon_streak_rare.png,Fire
ACH_140,Strength Legend Streak,30 consecutive days of strength training,Consistency,Rare,300,30-day strength streak,No,No,Leg Strength,badge_consistency_strength_legend_streak_rare.png,Crown
ACH_141,Strength Duration Champion,30 minutes lifetime strength training,Milestones,Common,50,30 min strength lifetime,No,No,,badge_milestones_strength_duration_champion_common.png,Clock
ACH_142,Strength Endurance Master,60 minutes lifetime strength training,Milestones,Uncommon,100,60 min strength lifetime,No,No,,badge_milestones_strength_endurance_master_uncommon.png,Timer
ACH_143,Strength Beast,120 minutes lifetime strength training,Milestones,Rare,200,120 min strength lifetime,No,No,,badge_milestones_strength_beast_rare.png,Mountain
ACH_144,Strength Session Specialist,10 strength training sessions completed,Milestones,Common,40,10 strength sessions,No,No,,badge_milestones_strength_session_specialist_common.png,Target
ACH_145,Strength Regular,25 strength training sessions completed,Milestones,Uncommon,100,25 strength sessions,No,No,,badge_milestones_strength_regular_uncommon.png,Star
ACH_146,Strength Champion,50 strength training sessions completed,Milestones,Rare,200,50 strength sessions,No,No,,badge_milestones_strength_champion_rare.png,Trophy
ACH_147,Strength Consistency King,Strength training 5 days/week for 4 weeks,Milestones,Rare,250,5 days/week strength for 4 weeks,No,No,,badge_milestones_strength_consistency_king_rare.png,Calendar
ACH_148,Strength Endurance Elite,Single 10+ minute strength training session,Performance,Uncommon,75,10+ min strength session,No,No,,badge_performance_strength_endurance_elite_uncommon.png,Hourglass
ACH_149,Strength Weekly Warrior,3+ strength training sessions/week for 8 weeks,Milestones,Rare,300,3+ strength/week for 8 weeks,No,No,,badge_milestones_strength_weekly_warrior_rare.png,Medal
ACH_150,Strength Category Mastery,Achieve mastery level 5 in strength training,Performance,Epic,500,Strength mastery level 5,Yes,No,,badge_performance_strength_category_mastery_epic.png,Award
ACH_151,Fitness Explorer,Try exercises from 2 different categories,Milestones,Common,50,2 different categories,No,No,,badge_milestones_fitness_explorer_common.png,Compass
ACH_152,Well-Rounded Beginner,Complete 5+ sessions in 3 categories,Milestones,Uncommon,100,5+ sessions in 3 categories,No,No,,badge_milestones_wellrounded_beginner_uncommon.png,Target
ACH_153,Versatile Athlete,Complete 10+ sessions in 4 categories,Milestones,Rare,200,10+ sessions in 4 categories,No,No,,badge_milestones_versatile_athlete_rare.png,Star
ACH_154,Fitness Master,Complete 15+ sessions in 5 categories,Milestones,Epic,400,15+ sessions in 5 categories,No,No,,badge_milestones_fitness_master_epic.png,Crown
ACH_155,Complete Athlete,Complete 20+ sessions in all 6 categories,Milestones,Epic,800,20+ sessions in 6 categories,No,No,,badge_milestones_complete_athlete_epic.png,Trophy
ACH_156,Balanced Beginner,Equal sessions (5+) in 2 categories,Milestones,Uncommon,75,5+ equal sessions in 2 categories,No,No,,badge_milestones_balanced_beginner_uncommon.png,Scale
ACH_157,Harmony Seeker,Equal sessions (10+) in 3 categories,Milestones,Rare,150,10+ equal sessions in 3 categories,No,No,,badge_milestones_harmony_seeker_rare.png,Yin-Yang
ACH_158,Perfect Balance,Equal sessions (15+) in 4+ categories,Milestones,Epic,300,15+ equal sessions in 4+ categories,No,No,,badge_milestones_perfect_balance_epic.png,Balance
ACH_159,Daily Duo,Complete 2 different categories in same day,Milestones,Uncommon,100,2 categories same day,No,No,,badge_milestones_daily_duo_uncommon.png,Calendar
ACH_160,Triple Threat,Complete 3 categories in same day,Milestones,Rare,200,3 categories same day,No,No,,badge_milestones_triple_threat_rare.png,Triangle
ACH_161,Quad Squad,Complete 4 categories in same day,Milestones,Epic,400,4 categories same day,No,No,,badge_milestones_quad_squad_epic.png,Square
ACH_162,Fantastic Five,Complete 5 categories in same day,Milestones,Epic,600,5 categories same day,No,No,,badge_milestones_fantastic_five_epic.png,Pentagon
ACH_163,Perfect Six,Complete all 6 categories in same day,Milestones,Epic,1000,6 categories same day,No,No,,badge_milestones_perfect_six_epic.png,Hexagon
ACH_164,Weekly Variety,Complete 3+ categories in same week (4 times),Milestones,Rare,250,3+ categories weekly (4x),No,No,,badge_milestones_weekly_variety_rare.png,Calendar
ACH_165,Diversified Training,Complete 4+ categories in same week (4 times),Milestones,Epic,400,4+ categories weekly (4x),No,No,,badge_milestones_diversified_training_epic.png,Schedule
ACH_166,Complete Weekly,Complete all 6 categories in same week,Milestones,Epic,500,6 categories same week,No,No,,badge_milestones_complete_weekly_epic.png,Trophy
ACH_167,Cardio + Strength Combo,60 min cardio + 60 min strength lifetime,Milestones,Rare,300,60 min each: cardio + strength,No,No,Cardio & Walking,badge_milestones_cardio__strength_combo_rare.png,Dumbbell
ACH_168,Core + Mobility Master,30 min planking + 30 min seated exercise lifetime,Milestones,Uncommon,200,30 min each: planking + seated,No,No,Core & Balance,badge_milestones_core__mobility_master_uncommon.png,Yin-Yang
ACH_169,Standing Strong,45 min standing movement + 45 min leg lift lifetime,Milestones,Rare,250,45 min each: standing + leg_lift,No,No,Standing,badge_milestones_standing_strong_rare.png,User
